35000.0,-0.223824813962,3.18073773384,-0.00961958151311
35000.0,-0.752911329269,2.48658680916,0.194314330816
35000.0,-0.72594922781,2.56618022919,0.278733611107
35000.0,-0.725727140903,2.56334900856,0.316477268934
35000.0,-0.775205433369,2.48581981659,0.357950299978
35000.0,-0.816947281361,2.4307050705,0.3866276443
35000.0,-0.854794204235,2.32439041138,0.415572851896
35000.0,-0.65216177702,2.52192568779,0.409549206495
35000.0,-0.754481911659,2.44305419922,0.410296648741
43000.0,-0.821812093258,2.35762453079,0.442014425993
43000.0,-0.793755948544,1.62571012974,1.11778283119
43000.0,-1.47167742252,-1.42750358582,2.32356381416
41972.0,-4.13099098206,-3.70372486115,4.97556447983
30661.0,-4.96786785126,-4.85916090012,8.92269897461
22786.0,-6.84204244614,-7.4909362793,13.4288234711
31853.0,-6.45731258392,-6.78155899048,18.6870441437
35558.0,3.90677833557,-7.32497596741,24.8511657715
30189.0,-3.10024499893,-13.2986011505,25.5899772644
42409.0,-1.7699098587,-3.49373102188,31.6926250458
48078.0,-0.190548181534,-3.52351117134,31.4036960602
47631.0,-4.02368021011,-8.95238876343,31.3551445007
39495.0,-3.80430245399,-7.34987163544,33.5771942139
26193.0,-1.49120497704,-6.01153755188,36.6953163147
24292.0,-4.1371884346,-8.99560165405,39.6582450867
37676.0,-5.67846822739,-7.56176137924,42.5089988708
49975.0,-1.35582065582,-6.07511901855,45.4189033508
47690.0,-0.597173988819,-4.90631914139,49.9905281067
38961.0,-0.0130456406623,-3.90360927582,56.5715637207
37097.0,-0.196752563119,-1.249609828,64.3747177124
40959.0,-0.690269351006,-0.217797443271,72.4764938354
46285.0,1.0494325161,-5.69613933563,76.1864089966
45190.0,3.52531504631,-11.7108840942,79.870223999
39682.0,1.14407801628,-4.25862216949,84.3151931763
30471.0,1.94852161407,-7.88291454315,89.1332550049
29976.0,-0.626721858978,-5.75504684448,93.3931884766
39820.0,1.84632837772,-0.734677135944,96.8692626953
47884.0,3.01112031937,-3.70093941689,100.345237732
46507.0,2.82133674622,-4.14562654495,104.012756348
43312.0,2.90580368042,-1.34971511364,106.712608337
49592.0,2.31872606277,-3.96071910858,104.633338928
51008.0,-5.36967086792,-0.0924859270453,103.978240967
38722.0,-5.85390615463,-5.61480712891,102.565979004
24611.0,-8.79221153259,-6.27060651779,102.874076843
25067.0,-10.6909589767,-5.87434005737,105.105079651
38533.0,-6.55936813354,-9.09175777435,105.962059021
49519.0,-3.1752307415,-5.71547746658,106.726776123
46156.0,-3.16102099419,-5.68576335907,107.824661255
36816.0,-1.32422554493,-5.1044216156,110.427528381
33910.0,-0.925640404224,-4.68011951447,114.160568237
38521.0,3.03499817848,-3.50406813622,116.350708008
44976.0,0.876749455929,-1.63423001766,117.30506897
45812.0,0.578604876995,-0.707362055779,116.907203674
45530.0,-6.13078117371,-0.98348325491,115.015266418
46195.0,-3.90432143211,0.416857481003,107.458686829
48113.0,-11.1741113663,5.59091806412,93.5986633301
41459.0,-4.59145307541,-1.5507901907,86.5964126587
30718.0,-7.90083837509,-3.85464978218,84.289100647
24138.0,-8.20283985138,-5.4439163208,84.0688323975
32915.0,-5.44671440125,-10.3706350327,83.9064331055
47428.0,-3.27787852287,-8.86800384521,84.5544433594
50588.0,-2.68872737885,-8.49544429779,85.7304153442
42327.0,-1.49472653866,-6.58558130264,87.5466842651
35759.0,-1.62639021873,-6.22579145432,88.9353561401
37882.0,0.354466885328,-3.89530968666,88.7221603394
45190.0,-8.50347137451,1.72658908367,86.9962844849
51791.0,-8.49202728271,-7.23062086105,77.4448547363
45644.0,0.10652166605,-15.9245576859,79.3112487793
32999.0,-10.3852586746,-6.23545598984,81.3754196167
23625.0,-2.66067028046,-6.72283697128,83.5102462769
27119.0,0.527135848999,-9.64979362488,85.5599136353
42366.0,-2.15419507027,-4.87799453735,87.4751586914
51648.0,-2.17888307571,-1.38507354259,87.8561248779
46792.0,-5.28236341476,-4.3065700531,84.4918518066
39840.0,8.08230113983,-10.6022415161,84.5789413452
45306.0,-3.4165058136,-4.7158575058,84.8383789062
41418.0,-1.75346410275,-5.02246761322,86.0013122559
30154.0,-5.79832363129,-2.39471387863,88.3674545288
24318.0,-7.86268186569,-3.05047011375,89.8422622681
32641.0,-6.81151723862,-7.36716127396,90.2757720947
45305.0,-6.74097013474,-5.14482784271,91.2515945435
47895.0,-7.01372098923,-2.27256274223,92.118270874
33622.0,3.66239929199,-2.83795595169,78.9663314819
35016.0,-9.25637340546,-3.00906229019,69.9422531128
38457.0,-7.63052415848,-2.08196377754,66.0231170654
37023.0,-6.39853334427,-0.537941217422,64.5570144653
37315.0,-11.0644807816,1.07458198071,64.1248321533
43812.0,-10.692688942,2.02499556541,64.0423126221
45849.0,-3.72799754143,-3.24107861519,60.9944114685
49728.0,-4.94110822678,-0.621820271015,61.5997085571
38964.0,-5.843791008,-3.31366300583,62.0962333679
22527.0,-7.30303287506,-2.80813622475,64.3280181885
20731.0,-8.33475589752,-2.95837378502,66.8333587646
